Column1,volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,author,title,genretags
run3,21473,1977,1977,1937,1977,m,us,10.89590313,0.004086041,0,1,"Segal, Erich,",Oliver's story,teamred | chirandom
run3,uc2.ark+=13960=t4bn9zk9h,1887,1888,1847,1887,m,us,13.12367836,0.001217366,0,1,"Fawcett, Edgar,",Olivia Delaplaine,teamred | random
run3,nyp.33433075827018,1893,1894,1842,1893,m,fr,19.83632119,1,1,1,"Flammarion, Camille,",Omega: the last days of t,teamblack | anatscifi
run3,uc2.ark+=13960=t5db7zr5v,1879,1879,1839,1879,m,us,14.6422018,0.001870144,0,1,"Adams, Robert Chamblet,","On board the ""Rocket""",teamblack | random
run3,21443,1977,1977,1910,1977,m,us,14.91892295,0.982727242,1,1,"Leiber, Fritz,",Our lady of darkness,teamred | chifantasy | chiscifi
run3,11226,1928,1928,1873,1928,m,au,13.4148941,0.998176364,1,1,"Cox, Erle,",Out of the silence,teamblack | chiscifi
run3,21304,1976,1976,1947,1976,f,us,11.23203472,0.999603042,1,1,"Butler, Octavia E,",Patternmaster,teamred | chifantasy | chiscifi
run3,23375,1990,1990,0,1990,,us,12.78617788,0.99958808,1,1,"McCaffrey, Anne,",Pegasus in flight,chiscifi
run3,10008,1923,1923,1875,1923,m,us,12.75302857,0.999702012,1,1,"Burroughs, Edgar Rice,",Pellucidar,teamred | stew | chiscifi
run3,23075,1989,1989,0,1989,f,us,11.47266259,0.013352618,0,1,"Dunlap, Susan,",Pious deception,teamred | stew | chimyst | chirandom
run3,20079,1952,1952,1922,1952,m,us,13.83417195,0.661502689,1,1,"Vonnegut, Kurt,",Player piano,stew | chiscifi | teamblack | chirandom
run3,23231,1989,1989,1954,1989,m,us,11.65711846,0.999982626,1,1,"Weinstein, Howard,",Power hungry,stew | chiscifi | teamblack | chirandom
run3,11416,1933,1933,1876,1933,f,uk,13.01275279,0.003198997,0,1,"White, Ethel Lina,",Put out the light,teamred | chimyst | chirandom
run3,22332,1985,1985,1928,1985,m,us,11.69185599,0.000116374,0,1,"Dick, Philip K,",Puttering about in a smal,teamblack | chirandom
run3,uc2.ark+=13960=t0xp6w75n,1912,1912,1878,1912,m,us,24.7756639,0.411029357,0,1,"Rose, William Ganson,",Putting Marshville on the,teamblack | random
run3,21079,1973,1973,1914,1973,m,us,13.78821041,0.736578391,0,1,"Berryman, John,",Recovery,teamred | chirandom
run3,nyp.33433074818778,1880,1880,1844,1880,m,us,18.77528526,0.999995627,1,1,"Cowan, Frank,",Revi-Lona,teamblack | locscifi
run3,25645,1996,1996,1944,1996,m,us,10.97224661,1.01E-05,0,1,"Brown, Rita Mae,",Riding shotgun,chirandom
run3,25470,1994,1994,0,1994,f,us,13.37542483,5.37E-06,0,1,"Edgarian, Carol,",Rise the Euphrates,chirandom
run3,uc2.ark+=13960=t7tm74c51,1904,1904,1870,1904,m,us,15.85861563,0.247379141,0,1,"Orcutt, William Dana,",Robert Cavelier,teamred | random
run3,uva.x000674483,1888,1888,1851,1888,f,uk,15.03726633,0.005168149,0,1,"Ward, Humphry,",Robert Elsmere,teamblack | random
run3,10853,1947,1947,0,1947,m,us,11.40549556,0.999982673,1,1,"Heinlein, Robert A.",Rocket ship Galileo,teamred | chiscifi | chirandom
run3,nyp.33433074878889,1837,1837,1797,1837,m,uk,19.5381128,0.000140103,0,1,"Lover, Samuel,",Rory O'More,teamblack | random
run3,nyp.33433074857248,1905,1909,1879,1905,m,uk,13.19706905,0.000157458,0,1,"Gibbon, Perceval,",Salvator,teamblack | random
run3,20083,1953,1953,1920,1953,m,us,13.03451488,0.999944854,1,1,"Asimov, Isaac,",Second foundation,teamred | chiscifi | stew | chirandom
run3,uc2.ark+=13960=t1dj5cf2j,1886,1920,1853,1886,m,fr,14.89610902,0.000746112,0,1,"Lema?tre, Jules,",Serenus and other stories,teamred | random
run3,10968,1949,1949,1896,1949,m,us,12.76713145,0.99999984,1,1,"Zagat, Arthur Leo,",Seven out of time,teamblack | chiscifi
run3,21552,1978,1978,1946,1978,m,us,12.65273339,0.999765376,1,1,"Lustbader, Eric,",Shallows of night,teamred | chiscifi
run3,10917,1948,1948,1890,1948,m,us,14.88957978,1,1,1,"Smith, E. E.",Skylark three,teamred | chiscifi
run3,21851,1981,1981,1934,1981,m,us,12.25257381,0.293933777,0,1,"Jones, Robert F.",Slade's glacier,teamred | chirandom
run3,10832,1946,1946,0,1946,,us,13.47008211,0.999999999,1,1,"Van Vogt, A. E. 1912-  (A",Slan,stew | teamblack | chiscifi
run3,21126,1973,1973,1936,1973,f,us,11.10033197,9.40E-05,0,1,"Piercy, Marge,",Small changes,teamred | chirandom
run3,22133,1983,1983,1941,1983,f,us,13.19096183,0.000123234,0,1,"Spellman, Cathy Cash,",So many partings,teamred | chirandom
run3,23139,1989,1989,1936,1989,m,us,12.035972,0.181883708,0,1,"McMurtry, Larry,",Some can whistle,teamblack | chirandom
run3,22097,1983,1983,1922,1983,f,us,12.18551899,0.005555134,0,1,"MacLeod, Charlotte,",Something the cat dragged,teamred | stew | chimyst | chirandom
run3,20480,1962,1962,1920,1962,m,us,14.25770286,0.523263404,1,1,"Bradbury, Ray,",Something wicked this way,teamblack | chihorror | chiscifi
run3,20065,1952,1952,1915,1952,m,us,10.78752884,0.999956814,1,1,"Jones, Raymond F.",Son of the stars,teamblack | chiscifi
run3,21579,1978,1978,1943,1978,m,us,13.31067238,7.38E-05,0,1,"Swift, Edward,",Splendora,teamred | chirandom
run3,11552,1937,1937,1866,1937,m,uk,12.29748384,0.999999911,1,1,"Wells, H. G.",Star-begotten,teamred | chiscifi
run3,20374,1959,1959,1907,1959,m,us,11.6531933,0.974538643,1,1,"Heinlein, Robert A.",Starship troopers,stew | teamblack | chiscifi
run3,23867,1992,1992,1947,1992,m,us,11.98857236,0.947066572,1,1,"Varley, John,",Steel beach,chiscifi
run3,20133,1954,1954,1915,1954,m,us,11.67284696,0.999996092,1,1,"Del Rey, Lester,",Step to the stars,teamblack | chiscifi
run3,11081,1944,1944,1882,1944,m,uk,10.98856961,9.35E-05,0,1,"Joyce, James,",Stephen hero,teamred | chirandom
run3,20427,1960,1960,1928,1960,m,us,12.71935827,0.999867796,1,1,"Sheckley, Robert,",Store of infinity,teamblack | chiscifi
run3,mdp.39015059642994,1886,1903,1850,1886,m,uk,15.7028332,0.932800504,1,1,"Stevenson, Robert Louis,",Strange case of Dr. Jekyl,teamred | stew | anatscifi | pbgothic
run3,22623,1987,1987,0,1987,f,us,13.36646672,0.999862707,1,1,"Bonanno, Margaret Wander,",Strangers from the sky,stew | teamblack | chiscifi
run3,22107,1983,1983,1934,1983,f,us,11.7615201,5.74E-06,0,1,"Meade, Marion,",Sybille,teamblack | chirandom
run3,24091,1994,1994,1963,1994,f,us,10.34788141,5.43E-06,0,1,"Patchett, Ann,",Taft,chirandom
run3,mdp.39015051156498,1826,1826,1798,1826,m,uk,24.05254058,0.224374456,0,1,"Banim, John,",Tales,teamred | random
run3,10301,1929,1929,1875,1929,m,us,13.97207528,0.999294715,1,1,"Burroughs, Edgar Rice,",Tanar of Pellucidar,teamred | stew | chiscifi
run3,21494,1978,1978,1939,1978,m,us,12.74630292,0.000677391,0,1,"Bayer, William,",Tangier,teamblack | chirandom
run3,10083,1930,1930,1875,1930,m,us,14.5930085,0.999994865,1,1,"Burroughs, Edgar Rice,",Tarzan at the earth's cor,teamred | chifantasy | chiscifi
run3,20866,1970,1970,1926,1970,m,us,12.0295263,0.999999057,1,1,"Anderson, Poul,",Tau zero,chiscifi | teamblack | chirandom
run3,23191,1989,1989,1931,1989,m,us,11.8687671,0.99952062,1,1,"Shatner, William,",TekWar,teamred | chimyst | chiscifi
run3,10911,1948,1948,0,1948,m,us,12.10183974,0.0304217,0,1,"Queen, Ellery,",Ten days' wonder,stew | teamblack | cozy | chimyst | det100 | chirandom
run3,11778,1945,1945,1898,1945,m,uk,12.22134028,0.864667272,1,1,"Lewis, C. S.",That hideous strength,teamblack | chifantasy | chiscifi
run3,uc2.ark+=13960=t9668pw05,1894,1894,1833,1894,m,fr,14.80398279,1.66E-06,0,1,"Theuriet, Andr?,",The Abb? Daniel,teamblack | random
run3,11591,1938,1938,1874,1938,m,uk,15.55088084,0.999998768,1,1,"Wright, S. Fowler,",The adventure of Wyndham ,stew | teamblack | chirandom | chiscifi | chiutopia
run3,uc2.ark+=13960=t5v69m62h,1911,1911,1870,1911,m,nz,15.91018,0.000382196,0,1,"Cowan, James,",The adventures of Kimble ,teamred | random
run3,mdp.39015010330341,1877,1877,1822,1877,f,uk,19.07064931,0.999999989,1,1,"Cobbe, Frances Power,",The age of science,teamred | stew | femscifi
run3,21739,1980,1980,1932,1980,m,us,11.13289263,0.014161241,0,1,"Jakes, John,",The Americans,teamblack | chirandom
run3,11900,1949,1949,1874,1949,m,uk,16.46457573,0.999999932,1,1,"Wright, S. Fowler,",The Amphibians,teamred | chiscifi
run3,uc2.ark+=13960=t45q4sn3p,1893,1894,1857,1893,m,uk,16.87078647,0.998685557,1,1,"Griffith, George Chetwynd",The angel of the revoluti,teamblack | anatscifi
run3,22685,1987,1987,0,1987,m,us,12.8196396,0.00074796,0,1,"Guild, Nicholas,",The Assyrian,teamblack | chirandom
run3,23487,1957,1957,1915,1957,m,uk,11.67962483,0.999999995,1,1,"Hoyle, Fred,",The black cloud,teamblack | chiscifi
run3,11323,1931,1931,1880,1931,m,uk,12.4726251,4.16E-05,0,1,"Connington, J. J.",The boathouse riddle,teamblack | chimyst | chirandom
run3,23838,1992,1992,1938,1992,m,us,11.57835138,0.999990564,1,1,"Niven, Larry,",The California voodoo game,chimyst | chiscifi
run3,20471,1961,1961,1916,1961,m,us,10.65924938,0.008115523,0,1,"Robbins, Harold,",The carpetbaggers,teamred | chirandom
run3,21488,1978,1978,1927,1978,m,us,12.60575818,0.000843565,0,1,"Adler, Warren,",The Casanova embrace,teamblack | chirandom
run3,11896,1949,1949,1878,1949,f,uk,11.8412171,1.24E-05,0,1,"Wentworth, Patricia,",The Catherine-wheel,teamred | chirandom
run3,10353,1931,1931,1865,1931,f,us,13.41610865,1.46E-05,0,1,"Hill, Grace Livingston,",The chance of a lifetime,teamred | chirandom
run3,4655,1922,1922,1875,1922,m,us,13.25366315,0.997937269,1,1,"Burroughs, Edgar Rice,",The chessmen of Mars,stew | teamblack | chiscifi
run3,uc1.b117774,1886,1887,1828,1886,m,fr,13.96012185,0.999373936,1,1,"Verne, Jules,",The clipper of the clouds,teamred | locscifi | anatscifi
run3,uva.x030223689,1871,1871,1803,1871,m,uk,19.6843166,0.999999919,1,1,"Lytton, Edward Bulwer Lyt",The coming race,teamblack | anatscifi
run3,nyp.33433075768253,1826,1826,1785,1826,m,uk,27.57831628,0.938838167,0,1,"Wilkins, George,",The convert,teamblack | random
run3,25530,1994,1994,1957,1994,m,us,13.40943803,0.996378015,1,1,"Wolverton, Dave,",The courtship of Princess Leia,chiscifi
run3,21104,1959,1973,1909,1959,m,us,11.81090947,9.36E-05,0,1,"Himes, Chester B.",The crazy kill,teamred | hardboiled | chimyst | chirandom
run3,4625,1921,1921,1877,1921,m,us,12.90074523,0.947162957,0,1,"Traprock, Walter E.",The cruise of the Kawa : ,teamred | chirandom
run3,20709,1966,1966,1937,1966,m,us,15.24038291,0.853017193,0,1,"Pynchon, Thomas,",The crying of lot 49,teamblack | chirandom
run3,nyp.33433074866413,1898,1908,1865,1898,m,uk,14.28160336,0.023839095,0,1,"Kipling, Rudyard,",The day's work,teamred | random
run3,21631,1979,1979,1947,1979,m,us,11.37418467,0.007888706,1,1,"King, Stephen,",The dead zone,stew | teamblack | chihorror | chiscifi
run3,20041,1951,1951,1902,1951,m,us,13.03030679,0.999062847,1,1,"Wylie, Philip,",The disappearance,teamred | stew | chiscifi
run3,21187,1974,1974,1929,1974,f,us,13.62229859,0.98972063,1,1,"Le Guin, Ursula K.",The Dispossessed,teamred | chiutopia | chiscifi
run3,11584,1938,1938,1894,1938,m,uk,15.22800114,0.013032627,1,1,"Priestley, J. B.",The doomsday men,teamred | chiscifi
run3,21423,1977,1977,1946,1977,m,us,12.24112973,0.999999565,1,1,"Foster, Alan Dean,",The end of the matter,teamred | chiscifi | chirandom
run3,21866,1981,1981,1948,1981,f,us,12.11313574,0.999832019,1,1,"McIntyre, Vonda N,",The entropy effect,teamred | chiscifi
run3,20649,1965,1965,1899,1965,m,us,16.81825025,0.001960934,0,1,"Nabokov, Vladimir Vladimi",The eye,teamred | chirandom
run3,20694,1966,1966,0,1966,m,us,11.9413093,0.999997292,1,1,"Herbert, Frank,",The eyes of Heisenberg,teamred | chiscifi
run3,10357,1931,1931,1884,1931,m,us,12.68742166,0.999958005,1,1,"Merritt, Abraham,",The face in the abyss,teamblack | chifantasy | chiscifi
run3,24651,1998,1998,1969,1998,f,us,12.45950172,0.000494721,0,1,"Danticat, Edwidge,",The farming of bones,chirandom
run3,20474,1961,1961,1886,1961,m,us,11.61613363,4.82E-06,0,1,"Stout, Rex,",The final deduction,teamblack | chimyst | chirandom
run3,njp.32101021206436,1901,1901,1866,1901,m,uk,12.60904581,0.999999996,1,1,"Wells, H. G.",The first men in the moon,teamblack | locscifi | anatscifi
run3,uc1.32106001959946,1904,1904,1866,1904,m,uk,13.07700789,0.999954455,1,1,"Wells, H. G.",The food of the gods and ,teamblack | locscifi | anatscifi
run3,11234,1928,1928,1888,1928,m,uk,14.68378657,0.000636533,0,1,"Knox, Ronald Arbuthnott,",The footsteps at the lock,teamred | det100 | chirandom
run3,10874,1947,1947,1883,1947,,us,12.83529984,0.999917443,1,1,"Taine, John,",The forbidden garden,teamred | chiscifi
run3,22488,1986,1986,1923,1986,m,us,12.71490102,0.999999924,1,1,"Dickson, Gordon R,",The forever man,teamred | chiscifi
run3,11044,1932,1932,1894,1932,m,uk,13.80331764,0.001234497,0,1,"Morgan, Charles,",The fountain,teamred | chirandom
run3,22783,1987,1987,1943,1987,f,us,11.51376216,4.50E-06,0,1,"Spencer, LaVyrle,",The gamble,teamred | chirandom
run3,25723,1996,1996,1960,1996,f,us,12.42758376,5.65E-05,0,1,"Straight, Susan,",The gettin place,chirandom
run3,njp.32101068138443,1892,1892,1851,1892,m,us,15.84828327,0.999999159,1,1,"Bradshaw, William R.",The goddess of Atvatabar,teamblack | locscifi
run3,11575,1938,1938,1906,1938,f,nz,15.1942561,2.00E-05,0,1,"Hyde, Robin,",The godwits fly,teamred | chirandom
run3,11098,1950,1950,1919,1950,f,uk,14.77042644,0.002098282,0,1,"Lessing, Doris,",The grass is singing,teamred | stew | chimyst | chirandom
run3,mdp.39015007007282,1889,1889,1834,1889,m,us,16.56019035,0.999999408,1,1,"Stockton, Frank Richard,",The great war syndicate,teamred | anatscifi
run3,10827,1946,1946,1898,1946,m,us,12.03415267,0.697613946,1,1,"Sherman, Harold M.",The green man,stew | teamblack | chiscifi
run3,23474,1953,1953,1900,1953,f,uk,13.02858967,0.006419232,0,1,"Goudge, Elizabeth,",The heart of the family,teamred | chirandom
run3,20026,1951,1951,1910,1951,m,us,13.15785197,0.99405266,1,1,"Merwin, Sam,",The house of many worlds,teamred | chiscifi | chirandom
run3,11013,1950,1950,1912,1950,m,us,12.28737137,0.879642499,1,1,"Van Vogt, A. E. 1912-2000",The house that stood stil,chiscifi | teamblack | chirandom
run3,10922,1948,1948,1897,1948,m,us,11.70291485,0.009741509,0,1,"Wilder, Thornton,",The ides of March,teamred | chirandom
run3,nyp.33433074939723,1888,1888,1836,1888,m,uk,14.75763936,0.999594057,1,1,"Besant, Walter,",The inner house,stew | teamblack | anatscifi
run3,11242,1928,1928,1874,1928,m,uk,12.89773628,0.995459575,1,1,"Wright, S. Fowler,",The island of Captain Spa,teamred | chifantasy | chiscifi
run3,20794,1968,1968,1927,1968,f,us,12.53329503,0.93082032,0,1,"Peters, Elizabeth,",The jackal's head,teamblack | chirandom
run3,21620,1979,1979,1926,1979,m,us,11.34497559,0.005432637,0,1,"Gordon, Noah,",The Jerusalem diamond,teamred | chirandom
run3,25606,1995,1995,1942,1995,f,us,22.28671922,0.117395879,0,1,"Reich, Tova,",The Jewish war,chirandom
run3,21905,1981,1981,1947,1981,m,us,11.66122134,0.999999939,1,1,"Vardeman, Robert E,",The Klingon gambit,teamred | chiscifi | stew | chirandom
run3,10542,1938,1938,1875,1938,m,us,12.59475791,0.194916147,1,1,"Burroughs, Edgar Rice,",The lad and the lion,teamred | chiscifi
run3,22732,1987,1987,1926,1987,f,us,12.98146122,2.18E-06,0,1,"McCaffrey, Anne,",The lady,teamred | chirandom
run3,23092,1989,1989,1937,1989,m,us,13.48892982,0.000495064,0,1,"Goldsborough, Robert,",The last coincidence,teamblack | chimyst | chirandom
run3,dul1.ark+=13960=t41r7h934,1826,1833,1797,1826,f,uk,20.02792413,0.952630855,1,1,"Shelley, Mary Wollstonecr",The last man,stew | teamblack | femscifi
run3,uiuo.ark+=13960=t8x92v101,1826,1826,0,1826,f,uk,20.64320608,0.944631748,1,1,"Shelley, Mary Wollstonecr",The last man,teamred | femscifi
run3,21749,1980,1980,1938,1980,m,us,12.01740936,0.856658063,1,1,"Kurland, Michael,",The last President,teamred | chiscifi
run3,mdp.39015031235545,1920,1920,1861,1920,m,uk,13.42781349,9.81E-05,0,1,"Hewlett, Maurice,",The light heart,teamred | random
run3,20089,1953,1953,1906,1953,m,us,11.81412532,0.989641795,1,1,"Brown, Fredric,",The lights in the sky are,teamred | chiscifi | stew | chirandom
run3,21088,1973,1973,1916,1973,f,us,11.19343542,2.87E-05,0,1,"Davis, Dorothy Salisbury,",The little brothers,teamblack | chimyst | chirandom
run3,11277,1929,1929,1875,1929,m,uk,11.93015173,0.001084683,0,1,"Wallace, Edgar,",The lone house mystery,stew | teamblack | chimyst | chirandom
run3,uc1.b249543,1898,1898,1831,1898,f,uk,14.63856082,2.34E-07,0,1,"Barr, Amelia Edith Huddle",The lost silver of Briffa,teamblack | random
run3,coo.31924051019580,1912,1912,1859,1912,m,uk,13.64482093,0.997502701,1,1,"Doyle, Arthur Conan,",The lost world,teamred | stew | anatscifi
run3,21864,1981,1981,1931,1981,f,us,11.80718082,0.999800729,1,1,"May, Julian,",The many-colored land,teamred | stew | chiscifi
run3,11882,1949,1949,0,1949,,uk,12.53765957,3.84E-05,0,1,"Ferrars, E. X,",The March Hare murders,teamred | chimyst | chirandom
run3,20592,1964,1964,1932,1964,m,us,12.23994575,0.000427432,0,1,"Kim, Richard E.",The martyred,teamred | chirandom
run3,10053,1928,1928,1875,1928,m,us,13.99386406,0.999959576,1,1,"Burroughs, Edgar Rice,",The master mind of Mars,teamblack | chiscifi
run3,10645,1941,1941,1884,1941,m,us,13.05139669,1,1,1,"Merritt, Abraham,",The metal monster,teamred | stew | chiscifi
run3,nyp.33433079897819,1892,1892,1842,1892,m,us,14.56640132,0.015800197,0,1,"Bierce, Ambrose,",The monk and the hangman',teamblack | random
run3,10302,1929,1929,1875,1929,m,us,13.54089876,0.961791276,1,1,"Burroughs, Edgar Rice,",The monster men,teamred | stew | chiscifi
run3,10235,1925,1925,1875,1925,m,us,12.70492452,0.963237711,1,1,"Burroughs, Edgar Rice,",The moon men,stew | teamblack | chiscifi
run3,nyp.33433074850961,1905,1905,0,1905,m,us,17.57877819,0.005770683,1,1,"Harper, Vincent.",The mortgage on the brain,stew | teamblack | anatscifi
run3,4528,1921,1921,1875,1921,m,us,13.24755509,0.016483102,1,1,"Burroughs, Edgar Rice,",The mucker,teamblack | chiscifi
run3,hvd.32044014279723,1827,1828,1807,1827,f,uk,21.55673452,0.997262914,1,1,"Loudon, Jane",The mummy!,teamred | stew | femscifi
run3,20070,1952,1952,1914,1952,m,us,12.04231939,0.000197461,0,1,"Malamud, Bernard",The natural,teamblack | chirandom
run3,22340,1985,1985,1947,1985,m,us,12.2320985,0.997204727,1,1,"Effinger, George Alec,",The nick of time,stew | chiscifi | teamblack | chirandom
run3,10362,1931,1931,1892,1931,m,us,11.79176168,0.322622845,1,1,"Smith, Thorne,",The night life of the god,teamblack | chifantasy | chiscifi
run3,uc1.b3324205,1906,1913,1867,1906,m,uk,12.69082954,0.013249818,0,1,"Cullum, Ridgwell,",The night-riders;,teamblack | random
run3,22103,1983,1983,1931,1983,f,us,11.9494911,0.999004023,1,1,"May, Julian,",The nonborn king,teamblack | chiscifi
run3,nyp.33433075746812,1920,1920,1892,1920,m,uk,13.87440656,0.993162322,1,1,"Shanks, Edward,",The people of the ruins,stew | teamblack | anatscifi
run3,20819,1969,1969,1923,1969,m,us,13.61993715,0.969263884,1,1,"Davidson, Avram,",The phoenix and the mirro,teamblack | chiscifi
run3,10310,1929,1929,1891,1929,m,us,13.41618888,0.999999869,1,1,"Kline, Otis Adelbert,",The planet of peril,stew | teamblack | chiscifi
run3,20352,1958,1958,1932,1958,m,us,14.05948729,0.156589811,0,1,"Updike, John,",The poorhouse fair,teamblack | chirandom
run3,21417,1977,1977,1947,1977,m,us,12.07238043,0.999930045,1,1,"Donaldson, Stephen R,",The power that preserves,stew | chifantasy | teamblack | chirandom | chiscifi
run3,20820,1969,1969,1936,1969,f,us,12.88874737,2.10E-05,0,1,"Davis, Gwen,",The pretenders,teamred | chirandom
run3,10337,1930,1930,1891,1930,m,us,13.92361386,0.99999995,1,1,"Kline, Otis Adelbert,",The prince of peril,teamblack | chiscifi
run3,nyp.33433074850870,1904,1904,1870,1904,m,uk,13.66064543,0.987829603,1,1,"Harris-Burland, J. B.",The Princess Thora,teamred | locscifi
run3,25429,1993,1993,1964,1993,m,us,9.951087462,6.31E-05,0,1,"Watkins, Paul,",The promise of light,chirandom
run3,10986,1950,1950,1914,1950,m,us,17.75454145,0.004589125,0,1,"Fast, Howard,",The proud and the free,teamblack | chirandom
run3,11274,1901,1929,1865,1901,m,uk,26.63508406,0.970541939,1,1,"Shiel, M. P.",The purple cloud,teamblack | chifantasy | chiscifi
run3,11316,1931,1931,1882,1931,m,uk,13.62848303,0.020999206,0,1,"Armstrong, Martin,",The romantic adventures o,teamblack | chirandom
run3,nyp.33433076060874,1865,1865,1801,1865,m,us,17.62134938,0.002762213,0,1,"Murdoch, David.",The Royalist's daughter a,teamred | random
run3,mdp.39015030365178,1903,1904,1842,1903,m,fr,17.00834181,0.119262611,0,1,"Lafargue, Paul,",The sale of an appetite,teamblack | random
run3,mdp.39015001553547,1912,1915,1876,1912,m,us,13.68161452,0.999285752,1,1,"London, Jack,",The scarlet plague,stew | teamblack | anatscifi
run3,21114,1973,1973,1916,1973,m,us,11.24389095,0.011269082,0,1,"MacDonald, John D.",The scarlet ruse,teamred | chimyst | chirandom
run3,11074,1942,1942,1898,1942,m,uk,14.53750069,0.998638788,0,1,"Lewis, C. S.",The Screwtape letters,teamblack | chifantasy | chirandom
run3,nyp.33433076024060,1900,1900,1858,1900,m,us,15.72493897,0.999996657,1,1,"Osborne, Duffield,",The secret of the crater,teamred | stew | locscifi
run3,10808,1946,1946,1887,1946,m,us,10.85026566,0.999999974,1,1,"Cummings, Ray,",The shadow girl,teamblack | chiscifi
run3,10834,1946,1946,1903,1946,m,us,12.89808714,0.999999983,1,1,"Wellman, Manly Wade,",The solar invasion,teamred | chiscifi
run3,23703,1991,1991,1916,1991,m,us,15.25218566,0.001902932,0,1,"Murray, Albert,",The spyglass tree,chirandom
run3,20139,1954,1954,0,1954,m,us,10.61172801,0.69773444,1,1,"Heinlein, Robert A.",The star beast,stew | teamblack | chiscifi
run3,EllisSteamManPrairies1868,1868,1880,1840,1868,m,us,16.33148567,0.999976705,1,1,"Ellis, Edward S.",The Steam Man of the Prairies,stew | teamblack | anatscifi
run3,21035,1972,1972,1929,1972,m,us,12.62230054,0.000667243,1,1,"Levin, Ira,",The Stepford wives,teamblack | chihorror | chiscifi
run3,21286,1975,1975,1935,1975,m,us,13.83099773,0.999298155,1,1,"Silverberg, Robert,",The stochastic man,stew | teamblack | chiscifi
run3,nyp.33433074870282,1907,1907,1861,1907,m,uk,14.56942294,9.54E-05,0,1,"Hewlett, Maurice,",The stooping lady,teamred | random
run3,23165,1989,1989,1952,1989,m,us,14.51769239,0.262895417,1,1,"Powers, Tim,",The stress of her regard,teamred | chifantasy | chiscifi
run3,nyp.33433075766463,1908,1908,1867,1908,f,uk,15.67268588,5.71E-05,0,1,"Perrin, Alice,",The stronger claim,teamred | random
run3,20481,1962,1962,1914,1962,m,us,9.986243661,0.999999683,0,1,"Burroughs, William S.",The ticket that exploded,teamblack | chirandom
run3,dul1.ark+=13960=t98637h6g,1895,1895,1866,1895,m,uk,13.7275126,0.999999948,1,1,"Wells, H. G.",The time machine;,teamred | stew | locscifi | anatscifi
run3,10829,1946,1946,1883,1946,,us,12.18915279,0.99999989,1,1,"Taine, John,",The time stream,teamred | stew | chiscifi
run3,20350,1958,1958,1912,1958,m,us,15.2200214,8.64E-05,0,1,"Taylor, Robert Lewis,",The travels of Jaimie McP,teamred | chirandom
run3,mdp.39015062473205,1922,1922,1893,1922,m,us,13.4779563,0.000198101,0,1,"Marquand, John P.",The unspeakable gentleman,teamred | random
run3,23537,1970,1970,1912,1970,m,au,12.6994451,1.42E-05,0,1,"White, Patrick,",The vivisector,teamred | chirandom
run3,23267,1990,1990,1949,1990,f,us,12.01779252,0.999928389,1,1,"Bujold, Lois McMaster,",The vor game,chiscifi
run3,21288,1975,1975,1944,1975,m,us,13.19785837,0.995002449,0,1,"Stasheff, Christopher,",The warlock in spite of h,teamblack | chifantasy | chirandom
run3,uva.x000459624,1897,1897,1840,1897,m,uk,14.79369586,0.000985466,0,1,"Hardy, Thomas,",The well-beloved;,teamblack | random
run3,mdp.39015063096088,1922,1922,1892,1922,f,us,15.2865373,0.005277337,0,1,"Squier, Emma-Lindsay,",The wild heart,teamred | random
run3,10862,1947,1947,1906,1947,m,us,11.82702288,0.005151719,0,1,"Myers, John Myers,",The wild Yazoo,teamred | chirandom
run3,uc2.ark+=13960=t9s17v81t,1909,1909,1852,1909,m,us,14.60629541,7.01E-06,0,1,"Egan, Maurice Francis,",The wiles of Sexton Magin,teamblack | random
run3,mdp.39015063941135,1907,1907,1850,1907,f,us,15.95663786,0.241703251,0,1,"Murfree, Mary Noailles,",The windfall;,teamred | random
run3,20712,1966,1966,1911,1966,m,us,11.93317412,0.999992897,1,1,"Schmitz, James H.",The witches of Karres,teamred | chiscifi
run3,uc2.ark+=13960=t10p0xs0f,1908,1908,1883,1908,m,us,15.21097144,0.002682795,1,1,"Harding, Ellison.",The woman who vowed,teamblack | locscifi
run3,10202,1950,1950,1909,1950,m,us,13.19390351,3.99E-05,0,1,"Castor, Henry,",The year of the Spaniard,teamred | chirandom
run3,uc1.b244810,1898,1898,1865,1898,m,uk,16.55014,0.96724826,1,1,"Shiel, M. P.",The yellow danger,teamblack | anatscifi
run3,dul1.ark+=13960=t16m3xm4f,1922,1922,1872,1922,f,uk,13.70371334,0.976079828,1,1,"Hamilton, Cicely,",Theodore savage,teamred | anatscifi | femscifi
run3,11809,1946,1946,1905,1946,m,uk,12.95397546,0.021348473,0,1,"Koestler, Arthur,",Thieves in the night,teamblack | chirandom
run3,20723,1966,1966,1937,1966,m,us,11.91299456,0.789972023,1,1,"Zelazny, Roger,",This immortal,teamblack | chifantasy | chiscifi
run3,nyp.33433074897426,1896,1913,1864,1896,m,uk,15.67174181,0.000318871,0,1,"Merrick, Leonard,",This stage of fools,teamred | random
run3,11592,1939,1939,1916,1939,m,us,10.23718817,0.022360294,0,1,"Allan, Ted,",This time a better earth,teamred | chirandom
run3,11932,1950,1950,1878,1950,f,uk,11.72911633,8.82E-05,0,1,"Wentworth, Patricia,",Through the wall,teamblack | chimyst | chirandom
