volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,author,title,genretags
10337,1930,1930,1891,1930,m,us,13.92361386,0.999548509,1,1,"Kline, Otis Adelbert,",The prince of peril,teamblack | chiscifi
inu.30000118528748,1913,1913,0,1913,m,uk,15.86537745,0.121454931,0,1,"Knight, Arthur Lee.",Told in the Indian twilig,random | teamred
11073,1942,1942,1897,1942,m,uk,12.62253917,0.011937323,0,1,"Knight, Eric,",Sam Small flies again (Th,teamblack | chirandom
uiuo.ark+=13960=t58d0ds3h,1868,1868,0,1868,m,uk,14.06468931,0.003478867,0,1,"Knight, Legh.",Tonic bitters,random | teamred
11234,1928,1928,1888,1928,m,uk,14.68378657,0.032428276,0,1,"Knox, Ronald Arbuthnott,",The footsteps at the lock,teamred | chirandom | det100
11809,1946,1946,1905,1946,m,uk,12.95397546,0.23165281,0,1,"Koestler, Arthur,",Thieves in the night,teamblack | chirandom
21749,1980,1980,1938,1980,m,us,12.01740936,0.315631229,1,1,"Kurland, Michael,",The last President,chiscifi | teamred
20898,1970,1970,1944,1970,f,us,13.32791573,0.842976207,1,1,"Kurtz, Katherine,",Deryni rising,teamblack | chifantasy | chiscifi
mdp.39015030365178,1903,1904,1842,1903,m,fr,17.00834181,0.365164658,0,1,"Lafargue, Paul,",The sale of an appetite,teamblack | random
20899,1970,1970,1908,1970,m,us,11.64462729,0.008155271,0,1,"L'Amour, Louis,",Galloway,teamred | chirandom
21335,1976,1976,1908,1976,m,us,12.85983406,0.29036786,0,1,"L'Amour, Louis,",To the Far Blue Mountains,teamblack | chirandom
20102,1953,1953,1905,1953,f,us,10.44681676,0.010172532,0,1,"Lasswell, Mary,",Tooner Schooner,teamred | chirandom
21187,1974,1974,1929,1974,f,us,13.62229859,0.863912022,1,1,"Le Guin, Ursula K.",The Dispossessed,chiutopia | teamred | chiscifi
21443,1977,1977,1910,1977,m,us,14.91892295,0.723895043,1,1,"Leiber, Fritz,",Our lady of darkness,chiscifi | chifantasy | teamred
10355,1931,1931,1896,1931,m,us,11.70520579,0.992915944,1,1,"Leinster, Murray,",Murder madness,teamblack | chiscifi
uc2.ark+=13960=t1dj5cf2j,1886,1920,1853,1886,m,fr,14.89610902,0.024484692,0,1,"Lema?tre, Jules,",Serenus and other stories,random | teamred
20505,1962,1962,1918,1962,f,us,12.0495196,0.905370431,1,1,"L'Engle, Madeleine,",A wrinkle in time,teamblack | chifantasy | chiscifi
11098,1950,1950,1919,1950,f,uk,14.77042644,0.014455164,0,1,"Lessing, Doris,",The grass is singing,teamred | chirandom | stew | chimyst
21035,1972,1972,1929,1972,m,us,12.62230054,0.022723028,1,1,"Levin, Ira,",The Stepford wives,teamblack | chihorror | chiscifi
11778,1945,1945,1898,1945,m,uk,12.22134028,0.546394485,1,1,"Lewis, C. S.",That hideous strength,teamblack | chifantasy | chiscifi
10312,1929,1929,1885,1929,m,us,15.5333881,0.002425201,0,1,"Lewis, Sinclair,",Dodsworth,teamblack | chirandom
10476,1935,1935,1885,1935,m,us,16.85492821,0.142801902,1,1,"Lewis, Sinclair,",It can't happen here,chiscifi | teamred
uc1.32106002123104,1922,1922,1885,1922,m,us,15.1211787,0.012204977,0,1,"Lewis, Sinclair,",Babbitt,random | teamred
LindsayVoyageToArcturus1920,1920,1920,1876,1920,m,uk,12.93671613,0.998577714,1,1,"Lindsay, David,",Voyage To Arcturus,chifantasy | teamred | stew | anatscifi
inu.30000042750632,1901,1901,1865,1901,f,au,15.45039586,0.438231915,1,1,"Ling, M. A. Moore Bentley",A woman of Mars,teamred | femscifi
11535,1937,1937,1899,1937,m,uk,14.48450067,0.097899771,0,1,"Linklater, Eric,",Juan in China,teamred | chirandom
22723,1987,1987,1933,1987,m,us,10.78888877,0.023687467,0,1,"Logue, John,",Boats against the current,teamblack | chirandom
mdp.39015001553547,1912,1915,1876,1912,m,us,13.68161452,0.984996967,1,1,"London, Jack,",The scarlet plague,teamblack | anatscifi | stew
21981,1982,1982,1938,1982,f,us,12.63753571,0.949555264,1,1,"Lorrah, Jean,",Channel's destiny,teamblack | chiscifi | stew
hvd.32044014279723,1827,1828,1807,1827,f,uk,21.55673452,0.906008055,1,1,"Loudon, Jane",The mummy!,teamred | stew | femscifi
nyp.33433074878889,1837,1837,1797,1837,m,uk,19.5381128,0.007698266,0,1,"Lover, Samuel,",Rory O'More,teamblack | random
20106,1953,1953,1916,1953,m,us,11.46479273,0.985647584,1,1,"Lowndes, Robert W,",Mystery of the third mine,chiscifi | teamred
21552,1978,1978,1946,1978,m,us,12.65273339,0.996068142,1,1,"Lustbader, Eric,",Shallows of night,chiscifi | teamred
uva.x030223689,1871,1871,1803,1871,m,uk,19.6843166,0.999730923,1,1,"Lytton, Edward Bulwer Lyt",The coming race,teamblack | anatscifi
20021,1951,1951,1916,1951,m,us,11.28810604,0.993956263,1,1,"MacDonald, John D.",Wine of the dreamers,teamblack | chiscifi | stew
20240,1956,1956,1916,1956,m,us,10.44079062,0.007541094,0,1,"MacDonald, John D.",You live once,teamblack | chirandom
20642,1965,1965,1916,1965,m,us,11.48515387,0.14176709,0,1,"MacDonald, John D.",A deadly shade of gold,teamred | chirandom | chimyst
21114,1973,1973,1916,1973,m,us,11.24389095,0.138570922,0,1,"MacDonald, John D.",The scarlet ruse,teamred | chirandom | chimyst
20335,1958,1958,1907,1958,f,us,12.2634494,0.01023156,0,1,"MacInnes, Helen,",North from Rome,teamblack | chirandom
20414,1960,1960,1907,1960,f,us,12.70653789,0.043100154,0,1,"MacInnes, Helen,",Decision at Delphi,teamblack | chirandom
22097,1983,1983,1922,1983,f,us,12.18551899,0.058474618,0,1,"MacLeod, Charlotte,",Something the cat dragged,teamred | chirandom | stew | chimyst
20070,1952,1952,1914,1952,m,us,12.04231939,0.009613953,0,1,"Malamud, Bernard",The natural,teamblack | chirandom
20290,1957,1957,1897,1957,f,us,14.65656971,0.011211186,0,1,"Malvern, Gladys,",My lady: my love,teamblack | chirandom
21116,1973,1973,1939,1973,m,us,13.75468524,0.588465846,1,1,"Malzberg, Barry N,",Herovit's world,teamblack | chiscifi | chirandom
20151,1954,1954,1912,1954,m,us,11.17910222,0.016309264,0,1,"Manfred, Frederick Feikem",Lord Grizzly,teamred | chirandom
11298,1930,1930,1882,1930,m,au,15.50481119,0.02734957,0,1,"Manning, Frederic,",Her privates: we,teamblack | chirandom
nyp.33433074880075,1871,1871,1837,1871,f,uk,17.755306,0.001020156,0,1,"Marryat, Florence,",Her lord and master,teamblack | random
11709,1942,1942,1895,1942,f,nz,12.4766178,0.017483973,0,1,"Marsh, Ngaio,",A man lay dead,teamblack | cozy | chirandom | chimyst
11730,1943,1943,1895,1943,f,nz,11.91398706,0.13002321,0,1,"Marsh, Ngaio,",Colour scheme,cozy | teamred | chirandom | chimyst
20152,1954,1954,1926,1954,m,us,11.72877342,0.854820995,1,1,"Matheson, Richard,",I am legend,chiscifi | chihorror | teamred | pbgothic
21864,1981,1981,1931,1981,f,us,11.80718082,0.985791678,1,1,"May, Julian,",The many-colored land,chiscifi | teamred | stew
22103,1983,1983,1931,1983,f,us,11.9494911,0.981279859,1,1,"May, Julian,",The nonborn king,teamblack | chiscifi
22732,1987,1987,1926,1987,f,us,12.98146122,0.001575643,0,1,"McCaffrey, Anne,",The lady,teamred | chirandom
23375,1990,1990,0,1990,,us,12.78617788,0.989311593,1,1,"McCaffrey, Anne,",Pegasus in flight,chiscifi
23822,1992,1992,1926,1992,f,us,12.95500847,0.935838154,1,1,"McCaffrey, Anne,",Crystal line,chiscifi
23825,1992,1992,1952,1992,m,us,11.65465731,0.11077258,0,1,"McCammon, Robert R,",Boy's life,chirandom
20194,1955,1955,1912,1955,f,us,14.08438847,0.007305731,0,1,"McCarthy, Mary",A charmed life,teamred | chirandom
21866,1981,1981,1948,1981,f,us,12.11313574,0.985589248,1,1,"McIntyre, Vonda N,",The entropy effect,chiscifi | teamred
11469,1935,1935,1891,1935,m,au,11.4529831,0.06420214,0,1,"McKinney, J. P,",Crucible,teamred | chirandom
23139,1989,1989,1936,1989,m,us,12.035972,0.331703048,0,1,"McMurtry, Larry,",Some can whistle,teamblack | chirandom
20750,1967,1967,1895,1967,m,us,12.1101024,0.028089241,0,1,"McNichols, Charles Longstreth,",Crazy weather,teamred | chirandom
22107,1983,1983,1934,1983,f,us,11.7615201,0.003923906,0,1,"Meade, Marion,",Sybille,teamblack | chirandom
nyp.33433081958500,1771,1802,1740,1771,m,fr,17.31879699,0.991254586,1,1,"Mercier, Louis-S?bastien,",Memoirs of the year two t,teamblack | anatscifi
nyp.33433074897426,1896,1913,1864,1896,m,uk,15.67174181,0.007385875,0,1,"Merrick, Leonard,",This stage of fools,random | teamred
10096,1931,1931,1884,1931,m,us,12.68619097,0.996212276,1,1,"Merritt, Abraham,",Face in the abyss,chiscifi | teamred
10357,1931,1931,1884,1931,m,us,12.68742166,0.996215628,1,1,"Merritt, Abraham,",The face in the abyss,teamblack | chifantasy | chiscifi
10645,1941,1941,1884,1941,m,us,13.05139669,0.999995837,1,1,"Merritt, Abraham,",The metal monster,chiscifi | teamred | stew
10679,1942,1942,1884,1942,m,us,11.72637957,0.683626082,1,1,"Merritt, Abraham,",Burn: witch: burn!,chiscifi | teamred | stew | chimyst
20026,1951,1951,1910,1951,m,us,13.15785197,0.92162508,1,1,"Merwin, Sam,",The house of many worlds,chiscifi | teamred | chirandom
21453,1977,1977,0,1977,f,us,11.95874548,0.015027772,0,1,"Michaels, Fern,",Captive passions,teamblack | chirandom
21043,1972,1972,1943,1972,m,us,15.0811863,0.149800104,0,1,"Millhauser, Steven,",Edwin Mullhouse,teamred | chirandom
20293,1957,1957,1911,1957,f,us,10.93947736,0.808569505,1,1,"Moore, C. L.",Doomsday morning,chiscifi | teamred
coo.31924013525971,1908,1908,1855,1908,m,uk,13.38118435,0.001552409,0,1,"Moore, Frank Frankfort,",An amateur adventuress,random | teamred
20648,1965,1965,1925,1965,m,us,11.6244124,0.84190872,0,1,"Moore, Robin,",The green berets,teamblack | chirandom
11044,1932,1932,1894,1932,m,uk,13.80331764,0.050171029,0,1,"Morgan, Charles,",The fountain,teamred | chirandom
nyp.33433076060874,1865,1865,1801,1865,m,us,17.62134938,0.039651529,0,1,"Murdoch, David.",The Royalist's daughter a,random | teamred
mdp.39015063941135,1907,1907,1850,1907,f,us,15.95663786,0.20935937,0,1,"Murfree, Mary Noailles,",The windfall;,random | teamred
23703,1991,1991,1916,1991,m,us,15.25218566,0.018596399,0,1,"Murray, Albert,",The spyglass tree,chirandom
10862,1947,1947,1906,1947,m,us,11.82702288,0.188794189,0,1,"Myers, John Myers,",The wild Yazoo,teamred | chirandom
20649,1965,1965,1899,1965,m,us,16.81825025,0.043506754,0,1,"Nabokov, Vladimir Vladimi",The eye,teamred | chirandom
20837,1969,1969,1899,1969,m,us,18.61740323,0.176279399,0,1,"Nabokov, Vladimir Vladimi",Ada,teamblack | chirandom
4599,1921,1921,1894,1921,m,us,12.7605083,0.001022042,0,1,"Nathan, Robert,",Autumn,teamred | chirandom
20390,1959,1959,1903,1959,f,us,14.51878668,0.288327529,0,1,"Nin, Anais,",Children of the albatross,teamred | chirandom
21351,1976,1976,1938,1976,m,us,10.50571762,0.999581344,1,1,"Niven, Larry,",A world out of time,teamblack | chiscifi
21876,1981,1981,1938,1981,m,us,11.29397002,0.948850136,1,1,"Niven, Larry,",Dream Park,teamblack | chiscifi
21877,1981,1981,1938,1981,m,us,11.09003023,0.92338137,1,1,"Niven, Larry,",Oath of fealty,chiscifi | teamred | stew
23838,1992,1992,1938,1992,m,us,11.57835138,0.995832422,1,1,"Niven, Larry,",The California voodoo game,chiscifi | chimyst
uiuo.ark+=13960=t9474zg09,1883,1883,1829,1883,m,uk,19.40058606,0.024748749,0,1,"Oliphant, Laurence,",Altiora Peto,random | teamred
mdp.39015063556271,1818,1818,1769,1818,f,uk,16.5271405,0.000868465,0,1,"Opie, Amelia Alderson,",New tales,random | teamred
nyp.33433082168877,1875,1875,1822,1875,m,us,13.83464779,0.002890138,0,1,"Optic, Oliver,","Getting an indorser, and ",teamblack | random
uc2.ark+=13960=t7tm74c51,1904,1904,1870,1904,m,us,15.85861563,0.246340345,0,1,"Orcutt, William Dana,",Robert Cavelier,random | teamred
11096,1949,1949,1903,1949,m,uk,13.3708263,0.985039514,1,1,"Orwell, George,",Nineteen eighty-four,teamblack | chiscifi
nyp.33433076024060,1900,1900,1858,1900,m,us,15.72493897,0.99508864,1,1,"Osborne, Duffield,",The secret of the crater,teamred | locscifi | stew
nyp.33433074954656,1902,1902,0,1902,m,us,15.96850874,0.515338749,1,1,"Owen, Harle Oren.",Welsh rarebit tales,teamred | locscifi
10954,1949,1949,1905,1949,m,us,12.38224056,0.054180026,0,1,"Palmer, Stuart,",Four lost ladies,teamblack | chirandom | chimyst
20114,1953,1953,1909,1953,m,us,11.92148601,0.928290703,1,1,"Pangborn, Edgar,",West of the sun,teamblack | chiscifi | chirandom | stew
24091,1994,1994,1963,1994,f,us,10.34788141,0.002513136,0,1,"Patchett, Ann,",Taft,chirandom
mdp.39015000541717,1885,1885,1839,1885,m,uk,25.45931544,0.946514656,0,1,"Pater, Walter,",Marius the Epicurean,random | teamred
uc2.ark+=13960=t3pv6dr2h,1911,1911,1880,1911,m,us,13.385749,0.050207657,0,1,"Pearson, Edmund Lester,",The librarian at play,teamblack | random
24094,1994,1994,1953,1994,f,us,12.79580905,0.00811723,0,1,"Pelletier, Cathie,",A marriage made at Woodstock,chirandom
20842,1969,1969,1903,1969,m,us,11.49389026,0.007306229,0,1,"Pentecost, Hugh,",Girl watcher's funeral,teamblack | chirandom | stew | chimyst
20794,1968,1968,1927,1968,f,us,12.53329503,0.729757805,0,1,"Peters, Elizabeth,",The jackal's head,teamblack | chirandom
11004,1950,1950,1909,1950,m,us,11.48094392,0.998649656,1,1,"Phillips, Rog,",Worlds within,chiscifi | chifantasy | teamred | stew
21126,1973,1973,1936,1973,f,us,11.10033197,0.006715438,0,1,"Piercy, Marge,",Small changes,teamred | chirandom
21355,1976,1976,1936,1976,f,us,11.53900373,0.111824956,1,1,"Piercy, Marge,",Woman on the edge of time,chiutopia | teamred | chiscifi
20075,1952,1952,1908,1952,m,us,10.53537368,0.035052631,0,1,"Powell, Richard,",A shot in the dark,teamblack | chirandom | chimyst
23165,1989,1989,1952,1989,m,us,14.51769239,0.380765804,1,1,"Powers, Tim,",The stress of her regard,chiscifi | chifantasy | teamred
11584,1938,1938,1894,1938,m,uk,15.22800114,0.080412198,1,1,"Priestley, J. B.",The doomsday men,chiscifi | teamred
10526,1937,1937,1866,1937,m,us,13.49520649,0.998956779,1,1,"Pseudoman, Akkad,",Zero to eighty,teamblack | chiscifi | chirandom
20709,1966,1966,1937,1966,m,us,15.24038291,0.744521658,0,1,"Pynchon, Thomas,",The crying of lot 49,teamblack | chirandom
10911,1948,1948,0,1948,m,us,12.10183974,0.073089379,0,1,"Queen, Ellery,",Ten days' wonder,cozy | stew | teamblack | det100 | chimyst | chirandom
10181,1946,1946,1905,1946,f,us,12.02241541,0.976967354,1,1,"Rand, Ayn,",Anthem,chiscifi | teamred
20655,1965,1965,1919,1965,m,us,11.27953995,0.999192436,1,1,"Raphael, Rick,",Code three,chiscifi | teamred | stew
25606,1995,1995,1942,1995,f,us,22.28671922,0.423412731,0,1,"Reich, Tova,",The Jewish war,chirandom
20163,1954,1954,1916,1954,m,us,10.26550951,0.066070127,0,1,"Robbins, Harold,",Never leave me,teamblack | chirandom
20471,1961,1961,1916,1961,m,us,10.65924938,0.084033968,0,1,"Robbins, Harold,",The carpetbaggers,teamred | chirandom
11836,1947,1947,1897,1947,f,uk,11.47734908,0.001049437,0,1,"Robins, Denise,",More than love,teamred | chirandom
uiuo.ark+=13960=t0ft97228,1876,1876,1830,1876,m,uk,15.01046194,0.009054072,0,1,"Robinson, Frederick Willi",As long as she lived,random | teamred
uc2.ark+=13960=t0xp6w75n,1912,1912,1878,1912,m,us,24.7756639,0.575946579,0,1,"Rose, William Ganson,",Putting Marshville on the,teamblack | random
22960,1988,1988,1954,1988,m,us,12.31799306,0.545152311,1,1,"Rosenberg, Joel,",Not for glory,chiscifi | chifantasy | teamred
20712,1966,1966,1911,1966,m,us,11.93317412,0.99883254,1,1,"Schmitz, James H.",The witches of Karres,chiscifi | teamred
21670,1979,1979,0,1979,m,us,12.5237413,0.926056306,1,1,"Schulman, J. Neil 1953-",Alongside night,teamblack | chiscifi
10361,1931,1931,1895,1931,m,us,13.1181613,0.7211481,1,1,"Schuyler, George S.",Black no more,teamblack | chiscifi
mdp.39015063949229,1894,1894,1862,1894,m,uk,13.06288415,0.030986378,0,1,"Scott, Hugh Stowell,",With edged tools;,teamblack | random
uva.x030743237,1880,1880,1838,1880,m,us,15.87853297,0.044464832,0,1,"Scudder, Horace Elisha,",Doings of the Bodley fami,teamblack | random
21473,1977,1977,1937,1977,m,us,10.89590313,0.047263725,0,1,"Segal, Erich,",Oliver's story,teamred | chirandom
nyp.33433075746895,1909,1911,1851,1909,m,us,15.9434189,0.999583651,1,1,"Serviss, Garrett Putman,",A Columbus of space,teamblack | anatscifi | locscifi
11007,1950,1950,1904,1950,f,us,12.54743885,0.041818639,0,1,"Seton, Anya,",Foxfire,teamblack | chirandom
nyp.33433075746812,1920,1920,1892,1920,m,uk,13.87440656,0.969990767,1,1,"Shanks, Edward,",The people of the ruins,teamblack | anatscifi | stew
23191,1989,1989,1931,1989,m,us,11.8687671,0.889798637,1,1,"Shatner, William,",TekWar,chiscifi | teamred | chimyst
20427,1960,1960,1928,1960,m,us,12.71935827,0.989294242,1,1,"Sheckley, Robert,",Store of infinity,teamblack | chiscifi
dul1.ark+=13960=t41r7h934,1826,1833,1797,1826,f,uk,20.02792413,0.897485524,1,1,"Shelley, Mary Wollstonecr",The last man,teamblack | stew | femscifi
mdp.39015004200997,1818,1891,1797,1818,f,uk,17.41334241,0.636840639,1,1,"Shelley, Mary Wollstonecr",Frankenstein,stangothic | teamred | stew | femscifi
uiuo.ark+=13960=t8x92v101,1826,1826,0,1826,f,uk,20.64320608,0.900571833,1,1,"Shelley, Mary Wollstonecr",The last man,teamred | femscifi
10827,1946,1946,1898,1946,m,us,12.03415267,0.70017124,1,1,"Sherman, Harold M.",The green man,teamblack | chiscifi | stew
11274,1901,1929,1865,1901,m,uk,26.63508406,0.876408864,1,1,"Shiel, M. P.",The purple cloud,teamblack | chifantasy | chiscifi
uc1.b244810,1898,1898,1865,1898,m,uk,16.55014,0.857323991,1,1,"Shiel, M. P.",The yellow danger,teamblack | anatscifi
25620,1995,1995,0,1995,f,us,12.34672521,0.005562563,0,1,"Shigekuni, Julie,",A bridge between us,chirandom
11383,1932,1932,1899,1932,m,uk,11.66773453,0.011667385,0,1,"Shute, Nevil,",Lonely road,teamred | chirandom
mdp.39015062658789,1881,1881,1844,1881,f,us,18.03391249,0.013723374,0,1,"Sidney, Margaret,",Five little Peppers and h,teamblack | random
20428,1960,1960,1926,1960,m,us,13.7228048,0.113253516,0,1,"Sigal, Clancy,",Weekend in Dinlock,teamblack | chirandom
20919,1970,1970,1935,1970,m,us,13.16814197,0.991248169,1,1,"Silverberg, Robert,",Downward to the earth,teamblack | chiscifi
21286,1975,1975,1935,1975,m,us,13.83099773,0.970650915,1,1,"Silverberg, Robert,",The stochastic man,teamblack | chiscifi | stew
25519,1994,1994,1935,1994,m,us,12.68700919,0.9125016,1,1,"Silverberg, Robert,",Hot sky at midnight,chiscifi
10916,1948,1948,1904,1948,m,us,11.9724888,0.997075061,0,1,"Skinner, B. F.",Walden Two,chiutopia | chirandom | teamblack
10917,1948,1948,1890,1948,m,us,14.88957978,0.999998923,1,1,"Smith, E. E.",Skylark three,chiscifi | teamred
10362,1931,1931,1892,1931,m,us,11.79176168,0.191511733,1,1,"Smith, Thorne,",The night life of the god,teamblack | chifantasy | chiscifi
22133,1983,1983,1941,1983,f,us,13.19096183,0.012998544,0,1,"Spellman, Cathy Cash,",So many partings,teamred | chirandom
22783,1987,1987,1943,1987,f,us,11.51376216,0.001063939,0,1,"Spencer, LaVyrle,",The gamble,teamred | chirandom
21142,1973,1973,1945,1973,m,us,12.2641673,0.616878805,0,1,"Spencer, Scott,",Last night at the brain t,teamblack | chirandom
20078,1952,1952,1918,1952,m,us,9.876644591,0.095574409,0,1,"Spillane, Mickey,",Kiss me: deadly,stew | teamblack | chimyst | chirandom | hardboiled
mdp.39015063096088,1922,1922,1892,1922,f,us,15.2865373,0.069135285,0,1,"Squier, Emma-Lindsay,",The wild heart,random | teamred
11305,1930,1930,1886,1930,m,uk,15.80721359,0.999999663,1,1,"Stapledon, Olaf,",Last and first men,chiscifi | teamred | stew
11385,1932,1932,1886,1932,m,uk,16.08775865,0.999829027,1,1,"Stapledon, Olaf,",Last men in London,chiscifi | teamred
11711,1942,1942,1886,1942,m,uk,14.74989584,0.999999728,1,1,"Stapledon, Olaf,",Darkness and the light,chiscifi | teamred
11927,1950,1950,1886,1950,m,uk,14.25857589,0.550202732,1,1,"Stapledon, Olaf,",A man divided,chiscifi | teamred
21221,1974,1974,1933,1974,m,us,13.92603641,0.434698185,0,1,"Stark, Richard,",Butcher's moon,teamblack | crime | chirandom
21288,1975,1975,1944,1975,m,us,13.19785837,0.89876337,0,1,"Stasheff, Christopher,",The warlock in spite of h,teamblack | chifantasy | chirandom
21672,1979,1979,1944,1979,m,us,12.70513191,0.991456739,1,1,"Stasheff, Christopher,",A wizard in Bedlam,chiscifi | chifantasy | teamred
10793,1945,1945,1874,1945,f,us,17.54665134,0.277259564,0,1,"Stein, Gertrude,",Wars I have seen,teamred | chirandom
10531,1937,1937,1902,1937,m,us,10.4626821,0.025227295,0,1,"Steinbeck, John,",Of mice and men,teamred | chirandom
mdp.39015059642994,1886,1903,1850,1886,m,uk,15.7028332,0.368364191,1,1,"Stevenson, Robert Louis,",Strange case of Dr. Jekyl,anatscifi | teamred | stew | pbgothic
mdp.39015007007282,1889,1889,1834,1889,m,us,16.56019035,0.999673638,1,1,"Stockton, Frank Richard,",The great war syndicate,teamred | anatscifi
20474,1961,1961,1886,1961,m,us,11.61613363,0.010212003,0,1,"Stout, Rex,",The final deduction,teamblack | chirandom | chimyst
20526,1962,1962,1886,1962,m,us,11.81326447,0.014469382,0,1,"Stout, Rex,",Gambit,teamblack | chirandom | chimyst
10086,1930,1930,1862,1930,m,us,13.65525018,0.319101508,0,1,"Stratemeyer, Edward,",With Taylor on the Rio Gr,teamblack | chirandom
21579,1978,1978,1943,1978,m,us,13.31067238,0.003450012,0,1,"Swift, Edward,",Splendora,teamred | chirandom
22787,1987,1987,1943,1987,m,us,11.86220383,0.017848479,0,1,"Swift, Edward,",A place with promise,teamred | chirandom
10829,1946,1946,1883,1946,,us,12.18915279,0.999909478,1,1,"Taine, John,",The time stream,chiscifi | teamred | stew
10874,1947,1947,1883,1947,,us,12.83529984,0.990720715,1,1,"Taine, John,",The forbidden garden,chiscifi | teamred
nnc1.cu01664417,1900,1917,1869,1900,m,us,14.38580553,0.001453419,0,1,"Tarkington, Booth,",Monsieur Beaucaire,teamblack | random
20350,1958,1958,1912,1958,m,us,15.2200214,0.008759415,0,1,"Taylor, Robert Lewis,",The travels of Jaimie McP,teamred | chirandom
nyp.33433075843544,1892,1892,1833,1892,m,fr,16.58579126,0.000940791,0,1,"Theuriet, Andr?,",A young man of the period,random | teamred
uc2.ark+=13960=t9668pw05,1894,1894,1833,1894,m,fr,14.80398279,0.003148429,0,1,"Theuriet, Andr?,",The Abb? Daniel,teamblack | random
uva.x000676502,1899,1899,1846,1899,m,us,11.55711277,0.024005318,0,1,"Thornton, Marcellus Eugen","My ""budie"" and I",random | teamred
4748,1922,1922,1877,1922,m,us,12.43305868,0.986869254,0,1,"Traprock, Walter E.",My northern exposure,teamblack | chirandom
mdp.39015066036578,1889,1896,1835,1889,m,us,15.51865078,0.38158838,1,1,"Twain, Mark,",A Connecticut Yankee in K,teamblack | anatscifi | stew
20352,1958,1958,1932,1958,m,us,14.05948729,0.322637009,0,1,"Updike, John,",The poorhouse fair,teamblack | chirandom
24593,1997,1997,1932,1997,m,us,15.77561535,0.314167222,1,1,"Updike, John,",Toward the end of time,chiscifi
10832,1946,1946,0,1946,,us,13.47008211,0.999951635,1,1,"Van Vogt, A. E. 1912-  (A",Slan,teamblack | chiscifi | stew
11013,1950,1950,1912,1950,m,us,12.28737137,0.788945579,1,1,"Van Vogt, A. E. 1912-2000",The house that stood stil,teamblack | chiscifi | chirandom
21905,1981,1981,1947,1981,m,us,11.66122134,0.999813476,1,1,"Vardeman, Robert E,",The Klingon gambit,chiscifi | teamred | chirandom | stew
23867,1992,1992,1947,1992,m,us,11.98857236,0.865324828,1,1,"Varley, John,",Steel beach,chiscifi
mdp.39015004307362,1870,1873,1828,1870,m,fr,14.70608207,0.989574231,1,1,"Verne, Jules,",Twenty thousand leagues u,teamred | anatscifi
uc1.b117774,1886,1887,1828,1886,m,fr,13.96012185,0.994937136,1,1,"Verne, Jules,",The clipper of the clouds,teamred | locscifi | anatscifi
uva.x000380956,1865,1874,1828,1865,m,fr,15.97583394,0.999509278,1,1,"Verne, Jules,",From the Earth to the Moo,teamred | stew | anatscifi
20079,1952,1952,1922,1952,m,us,13.83417195,0.463854308,1,1,"Vonnegut, Kurt,",Player piano,teamblack | chiscifi | chirandom | stew
20563,1963,1963,1922,1963,m,us,12.14231905,0.132120426,1,1,"Vonnegut, Kurt,",Cat's Cradle,teamblack | chiscifi
21147,1973,1973,1922,1973,m,us,12.32009498,0.709426868,1,1,"Vonnegut, Kurt,",Breakfast of Champions,chiscifi | teamred
uc1.b3578887,1897,1897,1859,1897,f,us,15.13233743,0.900501101,1,1,"Wait, Frona Eunice,",Yermah the Dorado,teamred | femscifi
10761,1944,1944,1905,1944,f,us,10.38367718,0.000564826,0,1,"Walker, Mildred",Winter wheat,teamred | chirandom
11277,1929,1929,1875,1929,m,uk,11.93015173,0.010623356,0,1,"Wallace, Edgar,",The lone house mystery,teamblack | chirandom | stew | chimyst
uc2.ark+=13960=t53f4sg3b,1875,1875,1811,1875,m,fr,15.88925258,0.046509903,0,1,"Walraven, E. G.","The two orphans, or, The ",random | teamred
nyp.33433076056781,1891,1891,0,1891,m,,12.48896384,0.813089133,1,1,"Ward, Herbert Dickinson,",A republic without a pres,teamblack | locscifi | stew
uva.x000674483,1888,1888,1851,1888,f,uk,15.03726633,0.060140254,0,1,"Ward, Humphry,",Robert Elsmere,teamblack | random
uc1.b3290572,1827,1827,1765,1827,m,uk,21.62809056,0.065932756,0,1,"Ward, R. Plumer",De Vere,teamblack | random
25429,1993,1993,1964,1993,m,us,9.951087462,0.007553717,0,1,"Watkins, Paul,",The promise of light,chirandom
23231,1989,1989,1954,1989,m,us,11.65711846,0.990738183,1,1,"Weinstein, Howard,",Power hungry,teamblack | chiscifi | chirandom | stew
10834,1946,1946,1903,1946,m,us,12.89808714,0.999899518,1,1,"Wellman, Manly Wade,",The solar invasion,chiscifi | teamred
11018,1923,1923,1866,1923,m,uk,11.30157575,0.993673588,1,1,"Wells, H. G.",Men like gods,chiscifi | teamred | stew
11552,1937,1937,1866,1937,m,uk,12.29748384,0.999324386,1,1,"Wells, H. G.",Star-begotten,chiscifi | teamred
dul1.ark+=13960=t80k32x0x,1899,1899,1866,1899,m,uk,12.87703279,0.99974565,1,1,"Wells, H. G.",When the sleeper wakes,teamred | locscifi
dul1.ark+=13960=t98637h6g,1895,1895,1866,1895,m,uk,13.7275126,0.999613118,1,1,"Wells, H. G.",The time machine;,teamred | locscifi | stew | anatscifi
