volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,author,title,genretags
10829,1946,1946,1883,1946,,us,12.18915279,0.999997301,1,1,"Taine, John,",The time stream,chiscifi | teamred | stew
11018,1923,1923,1866,1923,m,uk,11.30157575,0.998970271,1,1,"Wells, H. G.",Men like gods,chiscifi | teamred | stew
11305,1930,1930,1886,1930,m,uk,15.80721359,0.999999999,1,1,"Stapledon, Olaf,",Last and first men,chiscifi | teamred | stew
20041,1951,1951,1902,1951,m,us,13.03030679,0.993598153,1,1,"Wylie, Philip,",The disappearance,chiscifi | teamred | stew
20450,1961,1961,1920,1961,m,us,11.80969038,0.998423467,1,1,"Galouye, Daniel F,",Dark universe,chiscifi | teamred | stew
20496,1962,1962,1927,1962,m,us,12.11372623,0.999766527,1,1,"Garrett, Randall,",Unwise child,chiscifi | teamred | stew
20655,1965,1965,1919,1965,m,us,11.27953995,0.999358734,1,1,"Raphael, Rick,",Code three,chiscifi | teamred | stew
20673,1966,1966,1920,1966,m,us,12.49318102,0.99999806,1,1,"Asimov, Isaac,",Fantastic voyage,chiscifi | teamred | stew
21500,1978,1978,1932,1978,m,us,11.40712017,0.999226258,1,1,"Bova, Ben,",Colony,chiscifi | teamred | stew
21685,1979,1979,1945,1979,m,us,13.08749626,0.99999992,1,1,"Zebrowski, George,",Macrolife,chiscifi | teamred | stew
21864,1981,1981,1931,1981,f,us,11.80718082,0.997091427,1,1,"May, Julian,",The many-colored land,chiscifi | teamred | stew
21877,1981,1981,1938,1981,m,us,11.09003023,0.982321112,1,1,"Niven, Larry,",Oath of fealty,chiscifi | teamred | stew
11004,1950,1950,1909,1950,m,us,11.48094392,0.999941609,1,1,"Phillips, Rog,",Worlds within,chiscifi | teamred | stew | chifantasy
22498,1986,1986,1946,1986,m,us,10.83358685,0.998937095,1,1,"Foster, Alan Dean,",Into the out of,chiscifi | teamred | stew | chihorror
23059,1989,1989,1940,1989,m,us,11.36879598,0.755148617,1,1,"Cook, Robin,",Mutation,chiscifi | teamred | stew | chihorror
20083,1953,1953,1920,1953,m,us,13.03451488,0.99985581,1,1,"Asimov, Isaac,",Second foundation,chiscifi | teamred | stew | chirandom
20089,1953,1953,1906,1953,m,us,11.81412532,0.956568981,1,1,"Brown, Fredric,",The lights in the sky are,chiscifi | teamred | stew | chirandom
21905,1981,1981,1947,1981,m,us,11.66122134,0.999989279,1,1,"Vardeman, Robert E,",The Klingon gambit,chiscifi | teamred | stew | chirandom
22073,1983,1983,1946,1983,m,us,12.07846156,0.999527143,1,1,"Foster, Alan Dean,",For love of mother-not,chiscifi | teamred | stew | chirandom
10916,1948,1948,1904,1948,m,us,11.9724888,0.999803322,0,1,"Skinner, B. F.",Walden Two,chiutopia | teamblack | chirandom
11519,1937,1937,1904,1937,f,uk,11.69800155,0.020589841,0,1,"Allingham, Margery,",Dancers in mourning,cozy | teamred | chimyst | chirandom
11877,1949,1949,1890,1949,f,uk,11.27199377,0.004299934,0,1,"Christie, Agatha,",Crooked house,cozy | teamred | chimyst | chirandom
njp.32101067645505,1836,1836,1772,1836,f,us,18.17988039,0.000627044,1,1,"Griffith, Mary,","Camperdown, or, News from",locscifi | teamblack
njp.32101068138443,1892,1892,1851,1892,m,us,15.84828327,0.999987828,1,1,"Bradshaw, William R.",The goddess of Atvatabar,locscifi | teamblack
nyp.33433074818778,1880,1880,1844,1880,m,us,18.77528526,0.999974204,1,1,"Cowan, Frank,",Revi-Lona,locscifi | teamblack
uc2.ark+=13960=t10p0xs0f,1908,1908,1883,1908,m,us,15.21097144,0.242373427,1,1,"Harding, Ellison.",The woman who vowed,locscifi | teamblack
dul1.ark+=13960=t1qf9cr59,1906,1906,1851,1906,m,uk,15.05113135,0.928745239,1,1,"Ford, Douglas Morey.",A time of terror,locscifi | teamblack | stew
nyp.33433076056781,1891,1891,0,1891,m,,12.48896384,0.941185856,1,1,"Ward, Herbert Dickinson,",A republic without a pres,locscifi | teamblack | stew
11277,1929,1929,1875,1929,m,uk,11.93015173,0.002532331,0,1,"Wallace, Edgar,",The lone house mystery,stew | chimyst | teamblack | chirandom
20842,1969,1969,1903,1969,m,us,11.49389026,0.001082877,0,1,"Pentecost, Hugh,",Girl watcher's funeral,stew | chimyst | teamblack | chirandom
22894,1988,1988,1945,1988,m,us,11.68893225,0.002916837,0,1,"Grissom, Ken,",Drop-off,stew | chimyst | teamblack | chirandom
20078,1952,1952,1918,1952,m,us,9.876644591,0.034402427,0,1,"Spillane, Mickey,",Kiss me: deadly,stew | teamblack | chirandom | hardboiled | chimyst
dul1.ark+=13960=t41r7h934,1826,1833,1797,1826,f,uk,20.02792413,0.970693744,1,1,"Shelley, Mary Wollstonecr",The last man,stew | teamblack | femscifi
11098,1950,1950,1919,1950,f,uk,14.77042644,0.002320827,0,1,"Lessing, Doris,",The grass is singing,stew | teamred | chimyst | chirandom
22097,1983,1983,1922,1983,f,us,12.18551899,0.016351167,0,1,"MacLeod, Charlotte,",Something the cat dragged,stew | teamred | chimyst | chirandom
23075,1989,1989,0,1989,f,us,11.47266259,0.025536109,0,1,"Dunlap, Susan,",Pious deception,stew | teamred | chimyst | chirandom
mdp.39015004200997,1818,1891,1797,1818,f,uk,17.41334241,0.270088064,1,1,"Shelley, Mary Wollstonecr",Frankenstein,stew | teamred | stangothic | femscifi
10086,1930,1930,1862,1930,m,us,13.65525018,0.066061998,0,1,"Stratemeyer, Edward,",With Taylor on the Rio Gr,teamblack | chirandom
10270,1927,1927,1865,1927,f,us,12.35248313,0.001664177,0,1,"Hill, Grace Livingston,",Job's niece,teamblack | chirandom
10312,1929,1929,1885,1929,m,us,15.5333881,0.000167236,0,1,"Lewis, Sinclair,",Dodsworth,teamblack | chirandom
10803,1946,1946,1903,1946,m,us,12.27852683,0.009200388,0,1,"Busch, Niven,",Day of the conquerors,teamblack | chirandom
10835,1946,1946,1909,1946,f,us,14.09675398,1.24E-05,0,1,"Welty, Eudora,",Delta Wedding,teamblack | chirandom
10838,1947,1947,1906,1947,m,au,12.7553057,0.037939408,0,1,"Blunden, Godfrey",A Room on the Route,teamblack | chirandom
10986,1950,1950,1914,1950,m,us,17.75454145,0.017917771,0,1,"Fast, Howard,",The proud and the free,teamblack | chirandom
11007,1950,1950,1904,1950,f,us,12.54743885,0.009854005,0,1,"Seton, Anya,",Foxfire,teamblack | chirandom
11030,1927,1927,1882,1927,f,uk,17.36976241,0.003803627,0,1,"Woolf, Virginia,",To the lighthouse,teamblack | chirandom
11298,1930,1930,1882,1930,m,au,15.50481119,0.001930153,0,1,"Manning, Frederic,",Her privates: we,teamblack | chirandom
11316,1931,1931,1882,1931,m,uk,13.62848303,0.071470734,0,1,"Armstrong, Martin,",The romantic adventures o,teamblack | chirandom
11349,1931,1931,1886,1931,m,uk,13.7856673,0.902923395,0,1,"Williams, Charles,",Many dimensions,teamblack | chirandom
11724,1943,1943,1905,1943,m,uk,14.25309234,0.002941687,0,1,"Green, Henry,",Caught,teamblack | chirandom
11803,1946,1946,1899,1946,m,uk,13.25861277,0.283421697,0,1,"Forester, C. S.",Lord Hornblower,teamblack | chirandom
11809,1946,1946,1905,1946,m,uk,12.95397546,0.03181439,0,1,"Koestler, Arthur,",Thieves in the night,teamblack | chirandom
11829,1947,1947,1895,1947,m,uk,13.73874807,0.00050438,0,1,"Hartley, L. P.",Eustace and Hilda,teamblack | chirandom
20070,1952,1952,1914,1952,m,us,12.04231939,0.002367368,0,1,"Malamud, Bernard",The natural,teamblack | chirandom
20163,1954,1954,1916,1954,m,us,10.26550951,0.014941552,0,1,"Robbins, Harold,",Never leave me,teamblack | chirandom
20240,1956,1956,1916,1956,m,us,10.44079062,0.00068795,0,1,"MacDonald, John D.",You live once,teamblack | chirandom
20290,1957,1957,1897,1957,f,us,14.65656971,0.009134889,0,1,"Malvern, Gladys,",My lady: my love,teamblack | chirandom
20335,1958,1958,1907,1958,f,us,12.2634494,0.000902474,0,1,"MacInnes, Helen,",North from Rome,teamblack | chirandom
20352,1958,1958,1932,1958,m,us,14.05948729,0.034909083,0,1,"Updike, John,",The poorhouse fair,teamblack | chirandom
20380,1959,1959,0,1959,f,us,11.59926807,0.000873894,0,1,"Kirkland, Elithe Hamilton",Love is a wild assault,teamblack | chirandom
20414,1960,1960,1907,1960,f,us,12.70653789,0.006027945,0,1,"MacInnes, Helen,",Decision at Delphi,teamblack | chirandom
20428,1960,1960,1926,1960,m,us,13.7228048,0.019390304,0,1,"Sigal, Clancy,",Weekend in Dinlock,teamblack | chirandom
20481,1962,1962,1914,1962,m,us,9.986243661,0.999975943,0,1,"Burroughs, William S.",The ticket that exploded,teamblack | chirandom
20533,1963,1963,1900,1963,f,us,14.52469446,0.000377473,0,1,"Caldwell, Taylor,",Grandmother and the pries,teamblack | chirandom
20544,1963,1963,1922,1963,m,us,30.23659269,8.26E-05,0,1,"Kerouac, Jack,",Visions of Gerard,teamblack | chirandom
20582,1964,1964,1914,1964,m,us,15.06053519,0.179094876,0,1,"Fast, Howard,",Agrippa's daughter,teamblack | chirandom
20620,1965,1965,0,1965,m,guyana,12.3941917,3.22E-05,0,1,"Braithwaite, E. R.  (Edwa",Choice of straws,teamblack | chirandom
20632,1965,1965,1928,1965,m,us,13.6582126,0.006897498,0,1,"Friedman, Sanford,",Totempole,teamblack | chirandom
20648,1965,1965,1925,1965,m,us,11.6244124,0.935221659,0,1,"Moore, Robin,",The green berets,teamblack | chirandom
20709,1966,1966,1937,1966,m,us,15.24038291,0.892546294,0,1,"Pynchon, Thomas,",The crying of lot 49,teamblack | chirandom
20794,1968,1968,1927,1968,f,us,12.53329503,0.903140562,0,1,"Peters, Elizabeth,",The jackal's head,teamblack | chirandom
20837,1969,1969,1899,1969,m,us,18.61740323,0.087444058,0,1,"Nabokov, Vladimir Vladimi",Ada,teamblack | chirandom
21142,1973,1973,1945,1973,m,us,12.2641673,0.757444991,0,1,"Spencer, Scott,",Last night at the brain t,teamblack | chirandom
21335,1976,1976,1908,1976,m,us,12.85983406,0.099562627,0,1,"L'Amour, Louis,",To the Far Blue Mountains,teamblack | chirandom
21453,1977,1977,0,1977,f,us,11.95874548,0.000835362,0,1,"Michaels, Fern,",Captive passions,teamblack | chirandom
21488,1978,1978,1927,1978,m,us,12.60575818,0.002432336,0,1,"Adler, Warren,",The Casanova embrace,teamblack | chirandom
21494,1978,1978,1939,1978,m,us,12.74630292,0.002558388,0,1,"Bayer, William,",Tangier,teamblack | chirandom
21603,1979,1979,1950,1979,f,us,10.69731675,0.028834827,0,1,"Braverman, Kate,",Lithium for Medea,teamblack | chirandom
21607,1979,1979,1935,1979,m,us,12.07736676,0.891465604,0,1,"Cline, C. Terry,",Cross current,teamblack | chirandom
21739,1980,1980,1932,1980,m,us,11.13289263,0.029207481,0,1,"Jakes, John,",The Americans,teamblack | chirandom
22054,1983,1983,1926,1983,m,us,12.19738943,0.18842267,0,1,"Coldsmith, Don,",Follow the wind,teamblack | chirandom
22107,1983,1983,1934,1983,f,us,11.7615201,0.000164081,0,1,"Meade, Marion,",Sybille,teamblack | chirandom
22332,1985,1985,1928,1985,m,us,11.69185599,0.00073282,0,1,"Dick, Philip K,",Puttering about in a smal,teamblack | chirandom
22685,1987,1987,0,1987,m,us,12.8196396,0.009260311,0,1,"Guild, Nicholas,",The Assyrian,teamblack | chirandom
22723,1987,1987,1933,1987,m,us,10.78888877,0.001595632,0,1,"Logue, John,",Boats against the current,teamblack | chirandom
23139,1989,1989,1936,1989,m,us,12.035972,0.337993544,0,1,"McMurtry, Larry,",Some can whistle,teamblack | chirandom
23514,1964,1964,1905,1964,m,uk,13.94826421,0.000859399,0,1,"Snow, C. P.",Corridors of power,teamblack | chirandom
11074,1942,1942,1898,1942,m,uk,14.53750069,0.965177601,0,1,"Lewis, C. S.",The Screwtape letters,teamblack | chirandom | chifantasy
11191,1927,1927,1875,1927,m,uk,13.19781652,0.00120316,0,1,"Buchan, John,",Witch wood,teamblack | chirandom | chifantasy
21288,1975,1975,1944,1975,m,us,13.19785837,0.958974753,0,1,"Stasheff, Christopher,",The warlock in spite of h,teamblack | chirandom | chifantasy
21221,1974,1974,1933,1974,m,us,13.92603641,0.453800497,0,1,"Stark, Richard,",Butcher's moon,teamblack | chirandom | crime
mdp.39015030365178,1903,1904,1842,1903,m,fr,17.00834181,0.086697327,0,1,"Lafargue, Paul,",The sale of an appetite,teamblack | random
mdp.39015062658789,1881,1881,1844,1881,f,us,18.03391249,0.001827689,0,1,"Sidney, Margaret,",Five little Peppers and h,teamblack | random
mdp.39015063949229,1894,1894,1862,1894,m,uk,13.06288415,0.001196439,0,1,"Scott, Hugh Stowell,",With edged tools;,teamblack | random
njp.32101068580768,1868,1868,1832,1868,f,us,18.83985704,5.07E-05,0,1,"Alcott, Louisa May,",Kitty's class day ;,teamblack | random
nnc1.cu01664417,1900,1917,1869,1900,m,us,14.38580553,6.23E-05,0,1,"Tarkington, Booth,",Monsieur Beaucaire,teamblack | random
nyp.33433074857248,1905,1909,1879,1905,m,uk,13.19706905,0.000812593,0,1,"Gibbon, Perceval,",Salvator,teamblack | random
nyp.33433074878889,1837,1837,1797,1837,m,uk,19.5381128,0.001060692,0,1,"Lover, Samuel,",Rory O'More,teamblack | random
nyp.33433074880075,1871,1871,1837,1871,f,uk,17.755306,5.03E-05,0,1,"Marryat, Florence,",Her lord and master,teamblack | random
nyp.33433074955331,1777,1777,0,1777,f,uk,19.15301633,0.000332569,0,1,Henrietta.,Letters from Henrietta to,teamblack | random
nyp.33433075761720,1888,1888,1838,1888,m,uk,13.16525575,0.000121604,0,1,"Farjeon, B. L.",Miser Farebrother,teamblack | random
nyp.33433075768253,1826,1826,1785,1826,m,uk,27.57831628,0.835277184,0,1,"Wilkins, George,",The convert,teamblack | random
nyp.33433076072051,1922,1922,1888,1922,m,us,12.988969,0.023385834,0,1,"Jewell, Edward Alden,",The moth decides,teamblack | random
nyp.33433079897819,1892,1892,1842,1892,m,us,14.56640132,0.13455965,0,1,"Bierce, Ambrose,",The monk and the hangman',teamblack | random
uc1.b249543,1898,1898,1831,1898,f,uk,14.63856082,5.71E-06,0,1,"Barr, Amelia Edith Huddle",The lost silver of Briffa,teamblack | random
uc1.b287473,1818,1818,1769,1818,f,uk,17.03220801,5.15E-05,0,1,"Opie, Amelia Alderson,",New tales,teamblack | random
uc1.b3290572,1827,1827,1765,1827,m,uk,21.62809056,0.024916623,0,1,"Ward, R. Plumer",De Vere,teamblack | random
uc1.b3324205,1906,1913,1867,1906,m,uk,12.69082954,0.018488994,0,1,"Cullum, Ridgwell,",The night-riders;,teamblack | random
uc1.b4095602,1913,1913,1873,1913,m,uk,12.39737126,0.132244663,0,1,"Ford, Ford Madox,",Mr. Fleight,teamblack | random
uc2.ark+=13960=t0js9hc64,1887,1887,1883,1887,f,us,14.88224934,0.000414298,0,1,"Clarke, Rebecca Sophia,",Drones' honey,teamblack | random
uc2.ark+=13960=t0xp6w75n,1912,1912,1878,1912,m,us,24.7756639,0.670300795,0,1,"Rose, William Ganson,",Putting Marshville on the,teamblack | random
uc2.ark+=13960=t48p64044,1894,1894,1832,1894,m,uk,15.54316551,0.036769465,0,1,"Henty, G. A.",When London burned,teamblack | random
uc2.ark+=13960=t5db7zr5v,1879,1879,1839,1879,m,us,14.6422018,0.003271071,0,1,"Adams, Robert Chamblet,","On board the ""Rocket""",teamblack | random
uc2.ark+=13960=t6251m863,1871,1871,1838,1871,m,uk,14.18374705,0.00158391,0,1,"Farjeon, B. L.",Joshua Marvel,teamblack | random
uc2.ark+=13960=t9668pw05,1894,1894,1833,1894,m,fr,14.80398279,8.52E-05,0,1,"Theuriet, Andr?,",The Abb? Daniel,teamblack | random
uc2.ark+=13960=t9s17v81t,1909,1909,1852,1909,m,us,14.60629541,5.40E-05,0,1,"Egan, Maurice Francis,",The wiles of Sexton Magin,teamblack | random
uiuo.ark+=13960=t1qf99m3q,1875,1875,1831,1875,m,uk,15.05477032,0.160672827,0,1,"Mason, Charles Welsh.","The rape of the gamp; or,",teamblack | random
uiuo.ark+=13960=t48p6974b,1868,1868,1813,1868,m,uk,16.0872516,0.217267165,0,1,"Capes, J. M.",The mosaic-worker's daugh,teamblack | random
uva.x000459624,1897,1897,1840,1897,m,uk,14.79369586,0.005320745,0,1,"Hardy, Thomas,",The well-beloved;,teamblack | random
uva.x000674483,1888,1888,1851,1888,f,uk,15.03726633,0.012018319,0,1,"Ward, Humphry,",Robert Elsmere,teamblack | random
uva.x030743237,1880,1880,1838,1880,m,us,15.87853297,0.008855671,0,1,"Scudder, Horace Elisha,",Doings of the Bodley fami,teamblack | random
10911,1948,1948,0,1948,m,us,12.10183974,0.034134622,0,1,"Queen, Ellery,",Ten days' wonder,teamblack | stew | chirandom | cozy | det100 | chimyst
10269,1927,1927,1876,1927,f,us,11.60656023,0.02593167,0,1,"Glaspell, Susan,",A jury of her peers,teamred | chimyst | chirandom
10690,1942,1942,1876,1942,f,us,12.45387499,0.013008794,0,1,"Rinehart, Mary Roberts,",The door,teamred | chimyst | chirandom
11416,1933,1933,1876,1933,f,uk,13.01275279,0.001759666,0,1,"White, Ethel Lina,",Put out the light,teamred | chimyst | chirandom
11882,1949,1949,0,1949,,uk,12.53765957,0.000374906,0,1,"Ferrars, E. X,",The March Hare murders,teamred | chimyst | chirandom
21114,1973,1973,1916,1973,m,us,11.24389095,0.02818235,0,1,"MacDonald, John D.",The scarlet ruse,teamred | chimyst | chirandom
22325,1985,1985,1968,1985,m,us,12.22978302,0.00097811,0,1,"Collins, Max Allan,",A shroud for Aquarius,teamred | chimyst | chirandom
22678,1987,1987,1944,1987,m,us,11.21262161,0.000223791,0,1,"Friedman, Kinky,",A case of Lone Star,teamred | chimyst | chirandom
22692,1987,1987,1953,1987,m,us,11.84637952,0.003807443,0,1,"Hiaasen, Carl,",Double whammy,teamred | chimyst | chirandom
21104,1959,1973,1909,1959,m,us,11.81090947,0.002071442,0,1,"Himes, Chester B.",The crazy kill,teamred | chimyst | chirandom | hardboiled
10202,1950,1950,1909,1950,m,us,13.19390351,0.000418886,0,1,"Castor, Henry,",The year of the Spaniard,teamred | chirandom
10353,1931,1931,1865,1931,f,us,13.41610865,7.60E-05,0,1,"Hill, Grace Livingston,",The chance of a lifetime,teamred | chirandom
10377,1932,1932,1896,1932,m,us,11.00996756,7.59E-05,0,1,"Dos Passos, John,",1919,teamred | chirandom
10531,1937,1937,1902,1937,m,us,10.4626821,0.00579349,0,1,"Steinbeck, John,",Of mice and men,teamred | chirandom
10761,1944,1944,1905,1944,f,us,10.38367718,3.88E-05,0,1,"Walker, Mildred",Winter wheat,teamred | chirandom
10793,1945,1945,1874,1945,f,us,17.54665134,0.271746654,0,1,"Stein, Gertrude,",Wars I have seen,teamred | chirandom
10862,1947,1947,1906,1947,m,us,11.82702288,0.148523876,0,1,"Myers, John Myers,",The wild Yazoo,teamred | chirandom
10922,1948,1948,1897,1948,m,us,11.70291485,0.218269097,0,1,"Wilder, Thornton,",The ides of March,teamred | chirandom
11022,1925,1925,1873,1925,m,uk,12.13928903,0.006720978,0,1,"Ford, Ford Madox,",No more parades,teamred | chirandom
11044,1932,1932,1894,1932,m,uk,13.80331764,0.008112695,0,1,"Morgan, Charles,",The fountain,teamred | chirandom
11081,1944,1944,1882,1944,m,uk,10.98856961,0.000819083,0,1,"Joyce, James,",Stephen hero,teamred | chirandom
11364,1932,1932,1909,1932,f,uk,12.05226201,6.09E-07,0,1,"Evans, Margiad,",Country dance,teamred | chirandom
11383,1932,1932,1899,1932,m,uk,11.66773453,0.000489908,0,1,"Shute, Nevil,",Lonely road,teamred | chirandom
11469,1935,1935,1891,1935,m,au,11.4529831,0.013470418,0,1,"McKinney, J. P,",Crucible,teamred | chirandom
11535,1937,1937,1899,1937,m,uk,14.48450067,0.011527666,0,1,"Linklater, Eric,",Juan in China,teamred | chirandom
11575,1938,1938,1906,1938,f,nz,15.1942561,0.000228053,0,1,"Hyde, Robin,",The godwits fly,teamred | chirandom
11592,1939,1939,1916,1939,m,us,10.23718817,0.010163874,0,1,"Allan, Ted,",This time a better earth,teamred | chirandom
11681,1941,1941,1902,1941,f,uk,15.92087978,1.33E-05,0,1,"Heyer, Georgette,",Faro's daughter,teamred | chirandom
11836,1947,1947,1897,1947,f,uk,11.47734908,4.71E-05,0,1,"Robins, Denise,",More than love,teamred | chirandom
11896,1949,1949,1878,1949,f,uk,11.8412171,6.84E-05,0,1,"Wentworth, Patricia,",The Catherine-wheel,teamred | chirandom
20102,1953,1953,1905,1953,f,us,10.44681676,0.000245241,0,1,"Lasswell, Mary,",Tooner Schooner,teamred | chirandom
20136,1954,1954,1916,1954,m,us,14.63775465,0.001870756,0,1,"Foote, Shelby,",Jordan County,teamred | chirandom
20151,1954,1954,1912,1954,m,us,11.17910222,0.001731035,0,1,"Manfred, Frederick Feikem",Lord Grizzly,teamred | chirandom
20194,1955,1955,1912,1955,f,us,14.08438847,0.000488545,0,1,"McCarthy, Mary",A charmed life,teamred | chirandom
20350,1958,1958,1912,1958,m,us,15.2200214,0.000734089,0,1,"Taylor, Robert Lewis,",The travels of Jaimie McP,teamred | chirandom
20390,1959,1959,1903,1959,f,us,14.51878668,0.052513523,0,1,"Nin, Anais,",Children of the albatross,teamred | chirandom
20471,1961,1961,1916,1961,m,us,10.65924938,0.031535619,0,1,"Robbins, Harold,",The carpetbaggers,teamred | chirandom
20592,1964,1964,1932,1964,m,us,12.23994575,0.000566483,0,1,"Kim, Richard E.",The martyred,teamred | chirandom
20649,1965,1965,1899,1965,m,us,16.81825025,0.008345245,0,1,"Nabokov, Vladimir Vladimi",The eye,teamred | chirandom
20677,1966,1966,1922,1966,m,us,11.85326849,0.002039043,0,1,"Capps, Benjamin,",A woman of the people,teamred | chirandom
20750,1967,1967,1895,1967,m,us,12.1101024,0.002393912,0,1,"McNichols, Charles Longstreth,",Crazy weather,teamred | chirandom
20820,1969,1969,1936,1969,f,us,12.88874737,0.000604458,0,1,"Davis, Gwen,",The pretenders,teamred | chirandom
20899,1970,1970,1908,1970,m,us,11.64462729,0.0005136,0,1,"L'Amour, Louis,",Galloway,teamred | chirandom
21043,1972,1972,1943,1972,m,us,15.0811863,0.019758002,0,1,"Millhauser, Steven,",Edwin Mullhouse,teamred | chirandom
21079,1973,1973,1914,1973,m,us,13.78821041,0.38109499,0,1,"Berryman, John,",Recovery,teamred | chirandom
21126,1973,1973,1936,1973,f,us,11.10033197,0.001439349,0,1,"Piercy, Marge,",Small changes,teamred | chirandom
21330,1976,1976,1929,1976,m,us,11.49218999,0.002070868,0,1,"Jenkins, Dan,",Limo,teamred | chirandom
21473,1977,1977,1937,1977,m,us,10.89590313,0.026781648,0,1,"Segal, Erich,",Oliver's story,teamred | chirandom
21501,1978,1978,1945,1978,m,us,11.21261778,0.034037479,0,1,"Brown, Wesley,",Tragic magic,teamred | chirandom
21579,1978,1978,1943,1978,m,us,13.31067238,0.00049082,0,1,"Swift, Edward,",Splendora,teamred | chirandom
21620,1979,1979,1926,1979,m,us,11.34497559,0.013931324,0,1,"Gordon, Noah,",The Jerusalem diamond,teamred | chirandom
21734,1980,1980,1927,1980,m,us,11.72656143,0.323240475,0,1,"Herzog, Arthur,",Aries rising,teamred | chirandom
21851,1981,1981,1934,1981,m,us,12.25257381,0.490387103,0,1,"Jones, Robert F.",Slade's glacier,teamred | chirandom
22133,1983,1983,1941,1983,f,us,13.19096183,0.003614929,0,1,"Spellman, Cathy Cash,",So many partings,teamred | chirandom
22676,1987,1987,1932,1987,m,us,12.38345696,0.000305172,0,1,"Flynn, Robert,",Wanderer Springs,teamred | chirandom
22732,1987,1987,1926,1987,f,us,12.98146122,6.10E-05,0,1,"McCaffrey, Anne,",The lady,teamred | chirandom
22783,1987,1987,1943,1987,f,us,11.51376216,2.96E-05,0,1,"Spencer, LaVyrle,",The gamble,teamred | chirandom
22787,1987,1987,1943,1987,m,us,11.86220383,0.001808772,0,1,"Swift, Edward,",A place with promise,teamred | chirandom
23474,1953,1953,1900,1953,f,uk,13.02858967,0.012078407,0,1,"Goudge, Elizabeth,",The heart of the family,teamred | chirandom
23537,1970,1970,1912,1970,m,au,12.6994451,0.000119215,0,1,"White, Patrick,",The vivisector,teamred | chirandom
23601,1987,1987,1954,1987,f,uk,11.93373379,0.000886572,0,1,"Gregory, Philippa,",Wideacre,teamred | chirandom
4599,1921,1921,1894,1921,m,us,12.7605083,4.15E-05,0,1,"Nathan, Robert,",Autumn,teamred | chirandom
4705,1922,1922,1893,1922,m,us,13.48830013,0.00066133,0,1,"Marquand, John P.",The unspeakable gentleman,teamred | chirandom
21094,1973,1973,1933,1973,m,us,16.05682644,0.920284197,0,1,"Gardner, John,",Jason and Medeia,teamred | chirandom | chifantasy
11234,1928,1928,1888,1928,m,uk,14.68378657,0.008131046,0,1,"Knox, Ronald Arbuthnott,",The footsteps at the lock,teamred | chirandom | det100
21028,1972,1972,1921,1972,f,us,11.87419268,7.54E-05,0,1,"Highsmith, Patricia,",A dog's ransom,teamred | crime | chirandom
inu.30000042750632,1901,1901,1865,1901,f,au,15.45039586,0.7099015,1,1,"Ling, M. A. Moore Bentley",A woman of Mars,teamred | femscifi
uc1.b3578887,1897,1897,1859,1897,f,us,15.13233743,0.963743684,1,1,"Wait, Frona Eunice,",Yermah the Dorado,teamred | femscifi
uiuo.ark+=13960=t8x92v101,1826,1826,0,1826,f,uk,20.64320608,0.956544426,1,1,"Shelley, Mary Wollstonecr",The last man,teamred | femscifi
dul1.ark+=13960=t80k32x0x,1899,1899,1866,1899,m,uk,12.87703279,0.999992946,1,1,"Wells, H. G.",When the sleeper wakes,teamred | locscifi
nyp.33433074850870,1904,1904,1870,1904,m,uk,13.66064543,0.966773519,1,1,"Harris-Burland, J. B.",The Princess Thora,teamred | locscifi
nyp.33433074954656,1902,1902,0,1902,m,us,15.96850874,0.597419785,1,1,"Owen, Harle Oren.",Welsh rarebit tales,teamred | locscifi
uiuo.ark+=13960=t7cr65585,1886,1886,1855,1886,f,uk,15.84721802,0.994994125,1,1,"Corelli, Marie,",A romance of two worlds,teamred | locscifi | femscifi
nyp.33433076024060,1900,1900,1858,1900,m,us,15.72493897,0.999723006,1,1,"Osborne, Duffield,",The secret of the crater,teamred | locscifi | stew
uc2.ark+=13960=t17m0b23x,1895,1895,0,1895,m,,13.14672401,0.008337902,1,1,"Besant, Walter,",Beyond the dreams of avar,teamred | locscifi | stew
coo.31924013525971,1908,1908,1855,1908,m,uk,13.38118435,5.21E-05,0,1,"Moore, Frank Frankfort,",An amateur adventuress,teamred | random
mdp.39015000541717,1885,1885,1839,1885,m,uk,25.45931544,0.997132288,0,1,"Pater, Walter,",Marius the Epicurean,teamred | random
mdp.39015031235545,1920,1920,1861,1920,m,uk,13.42781349,0.000698191,0,1,"Hewlett, Maurice,",The light heart,teamred | random
mdp.39015051156498,1826,1826,1798,1826,m,uk,24.05254058,0.162650428,0,1,"Banim, John,",Tales,teamred | random
mdp.39015063096088,1922,1922,1892,1922,f,us,15.2865373,0.078228373,0,1,"Squier, Emma-Lindsay,",The wild heart,teamred | random
mdp.39015063941135,1907,1907,1850,1907,f,us,15.95663786,0.093498493,0,1,"Murfree, Mary Noailles,",The windfall;,teamred | random
njp.32101063580995,1903,1903,1866,1903,m,us,16.55414279,0.009403732,0,1,"Isham, Frederic Stewart,",Under the rose,teamred | random
njp.32101067641678,1878,1878,1812,1878,m,ge,13.88168319,0.000299758,0,1,"Auerbach, Berthold,",Landolin,teamred | random
nyp.33433074866413,1898,1908,1865,1898,m,uk,14.28160336,0.184473372,0,1,"Kipling, Rudyard,",The day's work,teamred | random
